DEPTH,Rv,Rh,Csh_pred,Rss_pred,fun,nfev,jac_norm,Rv_sim,Rh_sim
5099.09186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.206334357050457,10.0,1.0
5099.34186352,10.0,1.0,1.0,0.29130000000000056,1.041564059479781e-05,39,4.150149965464837,10.0,1.0
5099.59186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.101940290957226,10.0,1.0
5099.84186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.128717705608649,10.0,1.0
5100.09186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.155847021898386,10.0,1.0
5100.34186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.187287044467688,10.0,1.0
5100.59186352,10.0,1.0,1.0,0.2913,1.0415640594797806e-05,39,4.265560979310702,10.0,1.0
5100.84186352,9.89485285,1.00648727,0.988478782307629,5.451739246155984,0.010191020889710838,21,0.0020134911603875553,9.947598497733296,1.0094972565187603
5101.09186352,9.49019562,1.03145342,0.9368067311793233,1.9325613398623391,2.221129406421012e-05,138,0.7188968276794332,9.490192180055601,1.0314531725080647
5101.34186352,9.19068554,1.0499323,0.9000002899706929,1.9068629680204288,2.1676245449450777e-05,135,1.2953559027337878,9.190688643574596,1.049932378355637
5101.59186352,9.19068554,1.0499323,0.9000004051813559,1.9068571682171276,2.178412011460588e-05,144,1.72995672665968,9.190688996012298,1.049932142124177
5101.84186352,9.19068554,1.0499323,0.9000001975298623,1.9068484675622677,2.1632212238730333e-05,153,1.3203543257788928,9.190686445395334,1.049931987208304
5102.09186352,9.19068554,1.0499323,0.9000002942413124,1.9068730174300825,2.210262571832756e-05,132,0.6706278342824771,9.190689683075313,1.0499326807804905
5102.34186352,9.19068554,1.0499323,0.899999787275711,1.9068675397774904,2.1903232792340167e-05,129,1.0542611720939206,9.190685032371901,1.0499327804986323
5102.59186352,9.19068554,1.0499323,0.8999998846345807,1.9068631396879507,2.159068602424544e-05,147,0.9654761268714427,9.190685380300668,1.0499325960606907
5102.84186352,9.19068554,1.0499323,0.9000000070572066,1.9068644192164308,2.1579399433307805e-05,129,0.2100357929417911,9.190686499036572,1.0499325706708693
5103.09186352,9.19068554,1.0499323,0.9000000028763118,1.906843915002011,2.1709603044580477e-05,126,0.3184038997269756,9.19068441477864,1.0499319512345162
5103.34186352,9.19068554,1.0499323,0.9000002362551721,1.9068454815048805,2.1813205866977307e-05,141,1.231249667634589,9.190686460200101,1.0499318763774474
5103.59186352,9.19068554,1.0499323,0.9000003102221036,1.9068522094524698,2.1680040339460595e-05,147,1.6865989858393438,9.19068773161858,1.0499320415723572
5103.84186352,9.19068554,1.0499323,0.9000001239537778,1.906847251786415,2.1596075888413224e-05,150,0.9818699778442699,9.190685728355499,1.0499319889218104
5104.09186352,9.19068554,1.0499323,0.9000002182511616,1.9068648651583495,2.1662687602371756e-05,138,0.913914560963944,9.190688252851979,1.0499324734701758
5104.34186352,9.19068554,1.0499323,0.9000004129625343,1.9068473714816192,2.1973280414483708e-05,150,1.5359962348383664,9.190688079316981,1.0499318410370668
5104.59186352,9.19068554,1.0499323,0.900000154246215,1.9068469540501696,2.1643726349798524e-05,147,1.0795164588237929,9.190685943743242,1.0499319640143763
5104.84186352,9.19068554,1.0499323,0.9000001587768629,1.9068467287918347,2.1662979625013216e-05,147,1.0877596754131893,9.190685957884671,1.0499319548099566
5105.09186352,9.19068554,1.0499323,0.9000003580060288,1.9068513600134303,2.1788433421151957e-05,138,1.693649956054318,9.190688033397349,1.049931990768953
5105.34186352,9.19068554,1.0499323,0.9000001453931191,1.9068700137350234,2.1887744397872925e-05,126,0.3279333376143681,9.190688178058913,1.0499326677542096
5105.59186352,9.19068554,1.0499323,0.9000002457509964,1.9068475564825522,2.1750460666592553e-05,141,1.3992593906012791,9.190686744548533,1.049931934306848
5105.84186352,9.19068554,1.0499323,0.9000002967329703,1.9068562355367877,2.1619731212734656e-05,153,1.8123688335115244,9.190688025056266,1.0499321707028717
5106.09186352,9.19068554,1.0499323,0.8999997969929701,1.9068387635872464,2.202934792748471e-05,129,0.42974117111177407,9.1906822333901,1.0499319029909115
5106.34186352,9.07724373,1.05383154,0.8871051418622392,1.8263867103433975,2.086934499041359e-05,135,1.2232668042774755,9.0772410871913,1.053831427194295
5106.59186352,8.64066464,1.06883771,0.8371262088922441,1.654057939728941,1.9147960190167713e-05,147,0.6823687121862425,8.640664776277978,1.0688380594189977
5106.84186352,8.31752736,1.07994464,0.8000002506044291,1.5876377433622693,1.8306579948825207e-05,144,1.9928796062840712,8.317529656847695,1.0799446123558223
5107.09186352,8.31752736,1.07994464,0.800000361697044,1.587637286258875,1.8542125655216622e-05,147,2.105212668246673,8.317530499978503,1.079944522099101
5107.34186352,8.31752736,1.07994464,0.7999996489782166,1.5876357659463785,1.85086958897881e-05,144,2.006696904564421,8.31752420026618,1.0799446890745314
5107.59186352,8.31752736,1.07994464,0.8000001621637779,1.587639975901436,1.8366099785415404e-05,150,1.0108155708360562,8.31752935936037,1.0799448571328953
5107.84186352,8.31752736,1.07994464,0.8000001853760094,1.5876410678504098,1.853153255110815e-05,144,0.8504612701092593,8.31752977301961,1.0799449481613386
5108.09186352,8.31752736,1.07994464,0.8000002785443873,1.5876384076796413,1.8392311059033365e-05,153,1.8904647136573205,8.317530024752033,1.0799446617706308
5108.34186352,8.2119951,1.08758905,0.7869460521806989,1.6077258542575552,1.845372220810298e-05,141,2.1536467262761403,8.211992862067719,1.0875891187273588
5108.59186352,7.80585577,1.11700844,0.7368688454570321,1.6613975129668344,1.8747947273670605e-05,129,2.341688647746614,7.8058539003121,1.1170086019687488
5108.84186352,7.5052487,1.13878343,0.6999999467877133,1.6841646272130448,1.885909877624606e-05,141,0.7052955343309811,7.505248945659297,1.1387837681315665
5109.09186352,7.5052487,1.13878343,0.7000001580838635,1.6841598452024749,1.9049012642107234e-05,135,1.4621859610383765,7.505249268160883,1.1387830009049709
5109.34186352,7.5052487,1.13878343,0.7000002347181947,1.6841629713718775,1.8853597308390737e-05,138,2.4770183756809256,7.505250843289819,1.1387833893264265
5109.59186352,7.5052487,1.13878343,0.7000001902350997,1.6841628147743124,1.8731363576381916e-05,147,2.4712627452437386,7.50525042639641,1.1387833912814687
5109.84186352,7.5052487,1.13878343,0.7000001738608118,1.6841598968749163,1.9057785768068106e-05,138,1.553452958309743,7.505249414861186,1.1387829996810106
5110.09186352,7.5052487,1.13878343,0.7000002342293135,1.6841631357630868,1.8848391264216864e-05,138,2.369504338895383,7.505250888541686,1.13878341213226
5110.34186352,7.5052487,1.13878343,0.6999999826852016,1.6841602798421376,1.8794692849208734e-05,147,0.27390102181497666,7.505247939965553,1.138783152923646
5110.59186352,7.5052487,1.13878343,0.6999998282004265,1.68416436768476,1.8960718405979645e-05,138,1.6833801585461605,7.505247881648413,1.1387837950076793
5110.84186352,7.5052487,1.13878343,0.6999997156603535,1.6841604924571083,1.909956073044828e-05,138,2.0754808331709436,7.505245783214265,1.1387833227587374
5111.09186352,7.5052487,1.13878343,0.7000002453111721,1.6841635402161768,1.892637626945323e-05,138,2.2902167822586534,7.5052511020324415,1.138783461769892
5111.34186352,7.5052487,1.13878343,0.7000002464732072,1.6841604389209466,1.9086934743643243e-05,135,2.0463005898695292,7.5052501813079315,1.138783035776383
5111.59186352,7.5052487,1.13878343,0.6999998814389667,1.6841651528834862,1.9066287187491297e-05,132,1.0875908482830874,7.505248559931074,1.1387838746604786
5111.84186352,7.5052487,1.13878343,0.7000001440659352,1.6841639068302205,1.877046031395467e-05,144,1.6476594166708172,7.50525037007777,1.138783565393013
5112.09186352,7.5052487,1.13878343,0.7000001813979647,1.6841629348495548,1.8712086846764267e-05,144,2.3952622585630228,7.5052503889307856,1.138783412406807
5112.34186352,7.5052487,1.13878343,0.6999999973038002,1.684164857971348,1.8901128090943475e-05,141,0.3081556425679052,7.505249434970252,1.1387837731702366
5112.59186352,7.5052487,1.13878343,0.6999997163223485,1.6841603912372833,1.9085949732837805e-05,126,1.968376336344604,7.505245758353334,1.138783308526376
5112.84186352,7.5052487,1.13878343,0.7000002808734939,1.6841626548955775,1.8941513818789115e-05,135,2.4849117898384985,7.505251132166963,1.1387833216025147
5113.09186352,7.5052487,1.13878343,0.7000001666528174,1.6841636239056523,1.8754421856045766e-05,147,1.9429611760184298,7.505250473029257,1.138783514687321
5113.34186352,7.40271554,1.14860861,0.6869127083407904,1.7042878192782431,1.928011312277465e-05,141,1.2827039890570566,7.40271794095351,1.1486089135818347
5113.59186352,7.00811822,1.18642065,0.6367976278268417,1.7624896377462047,1.9597320662232406e-05,132,2.4502475985226333,7.008116695628448,1.1864210213727822
5113.84186352,6.71605405,1.21440751,0.6000000874008036,1.7901328667999301,1.979492190100514e-05,135,1.1523796806128155,6.7160538642689565,1.2144070354878818
5114.09186352,6.71605405,1.21440751,0.599999797634818,1.7901352710057539,1.951704911947415e-05,135,3.122668358076074,6.716052447011532,1.214407666687002
5114.34186352,6.71605405,1.21440751,0.6000000526163007,1.7901375020962784,1.9799085294534654e-05,135,0.6300752003911418,6.716055432811106,1.2144079114166983
5114.59186352,6.71605405,1.21440751,0.5999998787641075,1.7901364600339096,1.9531107123131556e-05,138,1.9326249055466702,6.7160535886834305,1.2144078327578924
5114.84186352,6.71605405,1.21440751,0.600000105667497,1.7901364686617474,1.948558827299223e-05,147,1.7465571532437725,6.716055454980429,1.2144076866442644
5115.09186352,6.71605405,1.21440751,0.6000000452401514,1.7901368506767508,1.955599530685372e-05,150,0.7374815473773425,6.716055111686152,1.2144077963021525
5115.34186352,6.71605405,1.21440751,0.6000001936893196,1.7901343231113238,1.958454246964716e-05,153,2.8680574152202247,6.716055319407825,1.2144072343845693
5115.59186352,6.71605405,1.21440751,0.5999999301664313,1.7901365351975158,1.947405275332872e-05,141,1.271067170615864,6.716054040754942,1.2144078131341907
5115.84186352,6.71605405,1.21440751,0.600000293964124,1.7901348117891072,1.9825908927858736e-05,156,3.142354088528851,6.71605633812147,1.2144072590691921
5116.09186352,6.71605405,1.21440751,0.6000002354190581,1.790135304703795,1.962588153380059e-05,132,3.1487816169522183,6.716056054640132,1.2144073879166883
5116.34186352,6.71605405,1.21440751,0.6000000497058435,1.7901367567924176,1.9517666285033957e-05,141,0.8234495834175397,6.7160551107951445,1.2144077761126018
5116.59186352,6.71605405,1.21440751,0.6000001275196536,1.7901360778143356,1.9410174634106498e-05,132,2.352040865965628,6.716055478044738,1.214407600470835
5116.84186352,6.71605405,1.21440751,0.5999998517105477,1.7901360836552143,1.9479616798990973e-05,132,2.4748402142298596,6.716053216025863,1.2144077810828438
5117.09186352,6.71605405,1.21440751,0.5999998381106929,1.7901342343048632,1.9484581933036283e-05,138,2.5665522427703116,6.716052364632465,1.21440744949867
5117.34186352,6.71605405,1.21440751,0.600000030067833,1.7901368439243759,1.9545897498032466e-05,147,0.563847631515096,6.716054984422545,1.2144078049355118
5117.59186352,6.71605405,1.21440751,0.600000135511347,1.7901346264645628,1.9364382442359082e-05,141,2.9386586109712263,6.716054963115741,1.2144073280978405
5117.84186352,6.71605405,1.21440751,0.5999998512775307,1.7901361825923134,1.9519440297390284e-05,138,2.4395074131092978,6.716053252045706,1.2144077995774967
5118.09186352,6.71605405,1.21440751,0.5999997706287704,1.79013560140976,1.964454900839444e-05,138,3.115374586102185,6.716052357457213,1.214407745088761
5118.34186352,6.6025064,1.21966686,0.5870129869094172,1.7733673129429195,1.9156799055334104e-05,135,2.099339054152714,6.602507538778941,1.2196669769074897
5118.59186352,6.16551996,1.2399074,0.5370127782144084,1.7179561391574754,1.8648406897954554e-05,141,2.1257645924017394,6.165519522162104,1.2399077112771182
5118.84186352,5.84208117,1.25488859,0.5000001678977781,1.6841613696614617,1.844507825504265e-05,138,2.89392284650517,5.842082081041561,1.2548882079514496
5119.09186352,5.84208117,1.25488859,0.5000001606079628,1.6841613582248594,1.8454774444943663e-05,138,2.905987143942602,5.842082014702333,1.2548882094400864
5119.34186352,5.84208117,1.25488859,0.500000055530576,1.6841631279014277,1.8110053548714885e-05,138,1.9772546121583279,5.842082025733926,1.2548887679136442
5119.59186352,5.84208117,1.25488859,0.5000012263192404,1.6841604050525905,2.26588570951824e-05,114,3.9301933666097026,5.842090400400391,1.2548872630958494
5119.84186352,5.84208117,1.25488859,0.4999998154805429,1.684163341846324,1.853345166710556e-05,147,3.07796920329948,5.842080136489496,1.2548889808672081
5120.09186352,5.84208117,1.25488859,0.49999982773770435,1.6841626019646512,1.8275886592781057e-05,135,3.9504224366782816,5.842079868477086,1.2548887676382832
5120.34186352,5.84208117,1.25488859,0.5000000835024934,1.6841631287087468,1.8170882615376185e-05,141,2.5044198262495803,5.842082258747487,1.2548887502437203
5120.59186352,5.84208117,1.25488859,0.49999984523413826,1.6841628066443939,1.8240724824084435e-05,189,3.626978437481013,5.842080116314488,1.2548888132637606
5120.84186352,5.84208117,1.25488859,0.5000001325311668,1.68416203162675,1.8134397596829317e-05,144,3.7505488039140022,5.842082117921084,1.254888414334524
5121.09186352,5.84208117,1.25488859,0.500000166375574,1.6841632210901685,1.8435286212479683e-05,141,3.1742602744767847,5.8420829940972006,1.2548887228732788
5121.34186352,5.84208117,1.25488859,0.5000001663479353,1.684162511771995,1.8240176015614093e-05,141,3.922459213185664,5.842082639208394,1.2548885259875953
5121.59186352,5.84208117,1.25488859,0.5000001640238514,1.6841625048277458,1.8230361848182938e-05,141,3.924828799030533,5.8420826164095665,1.254888525546652
5121.84186352,5.84208117,1.25488859,0.5000001592123511,1.6841626317957905,1.8229345100702763e-05,141,3.836917971257833,5.842082639881913,1.2548885638703706
5122.09186352,5.84208117,1.25488859,0.5000001048105508,1.6841633936999318,1.8346260017934013e-05,135,2.346540573365809,5.842082568437381,1.254888810172944
5122.34186352,5.84208117,1.25488859,0.499999863617391,1.6841629552977029,1.8221942815084732e-05,150,3.256936787974278,5.842080343513299,1.254888842769227
5122.59186352,5.84208117,1.25488859,0.49999990073180417,1.684163035794184,1.8150450796700235e-05,153,2.6761389593596268,5.8420806923989606,1.2548888413720696
5122.84186352,5.72651633,1.25886292,0.4870332148411947,1.6690820660701537,1.817678980755623e-05,141,0.6997546442800149,5.72651581001017,1.2588625745088058
5123.09186352,5.28176679,1.27415809,0.4370528793438449,1.6186924756802383,1.7390017364484848e-05,147,0.8327696143132215,5.281767061850423,1.2741583624797181
5123.34186352,4.95258209,1.28547892,0.4000001501769576,1.5876367242538942,1.7147931437680586e-05,144,5.161766878394806,4.95258329789546,1.2854787921939559
5123.59186352,4.95258209,1.28547892,0.3999999097262311,1.5876366249646179,1.6913826673441614e-05,138,5.024890565729176,4.952581215563024,1.285478900205038
5123.84186352,4.95258209,1.28547892,0.399999870366106,1.587637266497403,1.7169651245487345e-05,135,4.4222953113243,4.9525812693711035,1.2854791766256155
5124.09186352,4.95258209,1.28547892,0.39999994696664276,1.5876362382241718,1.7053855885276268e-05,132,2.7931100914105964,4.95258129679861,1.2854787253034388
5124.34186352,4.95258209,1.28547892,0.39999996180766706,1.5876376960588312,1.727524194026657e-05,129,1.1328965687653925,4.952582296347557,1.2854792896651108
5124.59186352,4.95258209,1.28547892,0.3999998943080898,1.5876374784522624,1.721244872710143e-05,138,3.2550754488891167,4.952581597952693,1.2854792453543797
5124.84186352,4.95258209,1.28547892,0.39999983795939625,1.5876375506342635,1.74625102424642e-05,135,3.966005200003962,4.952581167236268,1.2854793082116618
5125.09186352,4.95258209,1.28547892,0.39999989177743495,1.5876369851534753,1.69636027320453e-05,135,5.147523046742513,4.952581280684582,1.2854790528632594
5125.34186352,4.95258209,1.28547892,0.3999998477253276,1.5876375828912648,1.7444686275187094e-05,135,3.747585634508917,4.9525812687450275,1.2854793149268124
5125.59186352,4.95258209,1.28547892,0.400000126018474,1.5876363883718572,1.7144856585761903e-05,117,4.594048111895441,4.95258289313634,1.2854786748508862
5125.84186352,4.95258209,1.28547892,0.39999994094816965,1.5876363456036011,1.697774596138778e-05,144,3.31807514894115,4.952581310596689,1.2854787712221947
5126.09186352,4.95258209,1.28547892,0.4000000325744926,1.5876372784747088,1.6893151175949992e-05,141,2.767517360625348,4.952582641113272,1.2854790821255226
5126.34186352,4.95258209,1.28547892,0.4000001646278012,1.5876362683428173,1.7378817543766448e-05,174,4.620034540634283,4.952583145914634,1.2854786040229553
5126.59186352,4.95258209,1.28547892,0.39999990340510866,1.5876376126882603,1.729176188945575e-05,138,2.632321814279209,4.9525817550217255,1.2854792925920573
5126.84186352,4.95258209,1.28547892,0.4000001053610218,1.587636315252426,1.709406555376446e-05,138,4.024458932761707,4.952582675486688,1.2854786587240545
5127.09186352,4.95258209,1.28547892,0.3999998781866023,1.5876366776252189,1.705647250488156e-05,141,5.267370577823236,4.952580981836572,1.285478940209613
5127.34186352,4.95258209,1.28547892,0.4000000718911366,1.5876362662667933,1.7009964483351795e-05,135,3.0238967358859887,4.952582364534466,1.2854786599266854
5127.59186352,4.95258209,1.28547892,0.40000010536989017,1.587636736312472,1.6951608575375e-05,141,5.475131380731849,4.952582928197276,1.2854788243424675
5127.84186352,4.85206611,1.30001422,0.38688789409217667,1.6036009513389757,1.7021392529064406e-05,138,2.046575491256543,4.852066097232995,1.3000140087230603
5128.09186352,4.46523189,1.35595311,0.336750733056002,1.6550698496675762,1.7432320340827136e-05,144,5.370918650385767,4.465231195093153,1.3559530457367481
5128.34186352,4.17891364,1.3973567,0.30000006355025777,1.6841625338822346,1.765414990231505e-05,138,6.5110959645983035,4.1789143021911785,1.397356735630966
5128.59186352,4.17891364,1.3973567,0.2999998959977326,1.6841620691387469,1.7999878877344807e-05,135,6.542784039143073,4.1789125835311225,1.3973566445821912
5128.84186352,4.17891364,1.3973567,0.29999990765519474,1.6841624920109757,1.7774628428484682e-05,144,7.049779452883479,4.1789129764832875,1.3973568391117868
5129.09186352,4.17891364,1.3973567,0.2999999770112655,1.6841620114710953,1.7623007068576194e-05,141,3.252146543881645,4.178913216859176,1.3973565525319693
5129.34186352,4.17891364,1.3973567,0.2999998899776928,1.684162080674429,1.8032781439922522e-05,135,6.657794953086029,4.178912541544426,1.397356654916254
5129.59186352,4.17891364,1.3973567,0.300000112607307,1.6841626974043027,1.810902442637463e-05,132,6.518387361277418,4.178914824607056,1.3973567755173053
5129.84186352,4.17891364,1.3973567,0.29999993515891155,1.6841621095070383,1.772822554080645e-05,129,6.180314545092178,4.178912937446946,1.397356632971986
5130.09186352,4.17891364,1.3973567,0.2999999543851885,1.6841630257631275,1.804664490319773e-05,120,1.7082485926001354,4.178913738708854,1.3973570592528355
5130.34186352,4.17891364,1.3973567,0.2999999852778998,1.6841617631997399,1.797377191841157e-05,141,2.3848303486596905,4.178913111813214,1.3973564263361433
5130.59186352,4.17891364,1.3973567,0.2999999822580057,1.684162003764295,1.7638086931405877e-05,141,2.921680793694724,4.178913255095456,1.3973565446563863
5130.84186352,4.17891364,1.3973567,0.2999999730930347,1.6841627726667856,1.7690422749293147e-05,132,1.5116729718214779,4.178913717112806,1.3973569224498472
5131.09186352,4.17891364,1.3973567,0.2999999627877804,1.684162005448192,1.7698994667177093e-05,135,4.3209452661418775,4.178913094362945,1.39735656091186
5131.34186352,4.17891364,1.3973567,0.2999999598721073,1.6841620055481774,1.7711856863369233e-05,135,4.497523959166398,4.1789130701866695,1.3973565632727896
5131.59186352,4.17891364,1.3973567,0.2999999139338839,1.684162503545732,1.773952639415279e-05,144,7.012881163474602,4.178913036770177,1.397356839689891
5131.84186352,4.17891364,1.3973567,0.2999999128827975,1.6841625456194154,1.7757338352128104e-05,144,6.756410634282635,4.178913057481095,1.3973568607983664
5132.09186352,4.17891364,1.3973567,0.29999990764821666,1.684162488699079,1.777410671625531e-05,144,7.063842272974869,4.178912974106931,1.3973568375213636
5132.34186352,4.17891364,1.3973567,0.2999999721093589,1.684162017699078,1.763256460231516e-05,141,3.655610296920889,4.178913180455302,1.397356559421404
5132.59186352,4.17891364,1.3973567,0.2999999881244673,1.6841620073325656,1.7591564339058135e-05,141,2.302028228514732,4.17891330637779,1.3973565417225366
5132.84186352,4.17891364,1.3973567,0.2999999747337008,1.6841620140941953,1.762752643350079e-05,141,3.4406657060994505,4.1789131997554865,1.3973565556025986
5133.09186352,4.17891364,1.3973567,0.2999999077166181,1.6841624678210056,1.7770751557251987e-05,144,7.144539519345784,4.178912960061093,1.397356827406245
5133.34186352,4.17891364,1.3973567,0.29999991311575824,1.6841625365484816,1.7753125798582882e-05,144,6.814972796835277,4.178913053068705,1.3973568562424186
5133.59186352,4.17891364,1.3973567,0.29999987789610133,1.6841625915742477,1.8049593759373692e-05,135,7.2077077555959965,4.178912798705805,1.3973569106952917
5133.84186352,4.08188773,1.41664903,0.2868189854091966,1.7018091905670016,1.7821552450567122e-05,141,4.561476114865624,4.081887859260494,1.4166488308025245
5134.09186352,3.70848496,1.49089527,0.23661053838332177,1.7584463608900855,1.8663671122429877e-05,132,4.075858495515934,3.7084848045549075,1.490895600913036
5134.34186352,3.4321081,1.54584918,0.200000068114151,1.7901348581249703,1.876639610712549e-05,123,8.19718071474216,3.4321084457079705,1.5458489472109325
5134.59186352,3.4321081,1.54584918,0.19999992561222685,1.790135047561901,1.8849362128218205e-05,123,10.406285914853267,3.432107427335949,1.5458492105249937
5134.84186352,3.4321081,1.54584918,0.19999993609729333,1.7901355842095419,1.8984584091755238e-05,126,4.739246099123623,3.432107942735076,1.5458495196072823
5135.09186352,3.4321081,1.54584918,0.19999993784373127,1.790135589964873,1.898381340948748e-05,126,4.507975459586075,3.4321079616773598,1.5458495211986127
5135.34186352,3.4321081,1.54584918,0.19999993878016364,1.790135591534388,1.8981152269692223e-05,126,4.400100388439775,3.4321079706209545,1.5458495211472159
5135.59186352,3.4321081,1.54584918,0.1999999388767866,1.790135590618591,1.8979076405115764e-05,126,4.4000910053857245,3.4321079706815785,1.5458495204989766
5135.84186352,3.4321081,1.54584918,0.1999999196331691,1.7901354547053192,1.8943590599738177e-05,126,7.823461265711946,3.4321077039634598,1.545849459716069
5136.09186352,3.4321081,1.54584918,0.19999991651758597,1.7901354069693822,1.8936245997929566e-05,126,8.667885035743195,3.4321076401961905,1.5458494345249811
5136.34186352,3.4321081,1.54584918,0.19999991665038513,1.7901354434626668,1.8965482346509768e-05,126,8.206913230614306,3.4321076704810847,1.545849456155271
5136.59186352,3.4321081,1.54584918,0.19999992545739068,1.7901355837355466,1.9066672501091466e-05,126,5.79871535784721,3.4321078550037214,1.5458495305469695
5136.84186352,3.4321081,1.54584918,0.19999991711056267,1.7901354763210746,1.9019350239909685e-05,126,7.9694763963790045,3.4321077005458087,1.5458494752718424
5137.09186352,3.4321081,1.54584918,0.1999999530255106,1.790134849366425,1.8887744531117023e-05,126,8.63886870389889,3.4321074938389167,1.5458490633757183
5137.34186352,3.4321081,1.54584918,0.19999991800615655,1.7901355156010246,1.9042772796960252e-05,126,7.303642039796845,3.4321077393224764,1.54584949775998
5137.59186352,3.4321081,1.54584918,0.19999991695521718,1.790135454238576,1.897240742121501e-05,126,8.049509145993301,3.4321076816044425,1.5458494622622028
5137.84186352,3.4321081,1.54584918,0.19999990929330627,1.7901350570884553,1.9025061221656415e-05,123,10.622886458960734,3.4321073009810594,1.5458492334205278
5138.09186352,3.4321081,1.54584918,0.19999992555545507,1.790135584275872,1.9066570528235315e-05,126,5.782707261068664,3.4321078562410774,1.5458495307658715
5138.34186352,3.4321081,1.54584918,0.1999999897024808,1.7901347138203367,1.8902186271521346e-05,120,4.201937377018715,3.4321076865150237,1.5458489438295744
5138.59186352,3.4321081,1.54584918,0.19999993662625073,1.7901355652962023,1.9035614004476196e-05,129,5.338945954901348,3.4321079319470718,1.5458495077664618
5138.84186352,3.4321081,1.54584918,0.19999994429883286,1.7901352646735533,1.8638330724991498e-05,135,10.071942636836601,3.432107754439795,1.5458493203349721
5139.09186352,3.4321081,1.54584918,0.2000000259239363,1.7901347284677185,1.8803585104792693e-05,126,2.713846181246644,3.432107995606199,1.5458489143630068
5139.34186352,3.29145505,1.53055407,0.1874349624745465,1.7439895395277005,1.845502503556295e-05,123,10.148997618855558,3.2914545503757893,1.5305542788573259
