DEPTH,GR,RHOZ,NPOR,PEFZ,Rv,Rh,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err,Csh_q,Rss_q
5096.84186352,108.64727319,2.57864318,0.33237354,7.07249601,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5097.09186352,108.01469713,2.5640243,0.33461594,7.07703416,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5097.34186352,107.38969214,2.5518924,0.33692479,7.07513353,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5097.59186352,106.85112429,2.56815381,0.3399922,6.99972266,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5097.84186352,106.31255645,2.58441522,0.34305962,6.9243118,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5098.09186352,105.79417165,2.59935997,0.34584471,6.85490979,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5098.34186352,105.50621234,2.59927265,0.34540655,6.85410967,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5098.59186352,105.21825303,2.59918534,0.34496839,6.85330954,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5098.84186352,105.06961326,2.59821952,0.34445946,6.8528535,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5099.09186352,106.51155466,2.58722402,0.34314249,6.8563257,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5099.34186352,107.95349606,2.57622851,0.34182553,6.85979791,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5099.59186352,109.22225922,2.56637765,0.34080332,6.86254915,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5099.84186352,108.51388361,2.56959499,0.34314619,6.85706922,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5100.09186352,107.805508,2.57281233,0.34548906,6.8515893,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5100.34186352,106.99605792,2.57607061,0.34724693,6.84138981,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5100.59186352,105.03266233,2.57979621,0.34232605,6.77730806,10.0,1.0,10.0,1.0,Synthetic2,4.0,1.0,3.907863,8.999045729637146,1.1392876298041263,10.00954270362854,13.928762980412635,1.0,0.9999999999999999
5100.84186352,103.06926674,2.58352181,0.33740518,6.71322631,9.89485285,1.00648727,10.0,1.0,Synthetic2,4.0,0.99444216,3.9056714,8.970395743846893,1.1437570100189254,9.34280802521592,13.6384973869491,1.0,0.9869064849304741
5101.09186352,101.1837112,2.58745388,0.33284307,6.65202723,9.49019562,1.03145342,10.0,1.0,Synthetic2,4.0,0.9704977,3.8943317,8.846374332904816,1.1633667667389649,6.784067609084586,12.789074540948715,1.0,0.9368069916857211
5101.34186352,100.18683868,2.59374305,0.332377,6.62373904,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5101.59186352,99.18996616,2.60003223,0.33191093,6.59545085,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5101.84186352,98.2032275,2.60432094,0.33129151,6.56833783,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5102.09186352,97.33218502,2.58577079,0.32892123,6.55464149,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5102.34186352,96.46114254,2.56722063,0.32655095,6.54094514,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5102.59186352,95.71393582,2.550837,0.32433528,6.52479734,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5102.84186352,96.38053533,2.55918822,0.32388464,6.48066176,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5103.09186352,97.04713484,2.56753943,0.323434,6.43652618,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5103.34186352,97.7323469,2.57413576,0.32308456,6.3948955,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5103.59186352,98.63005453,2.56069694,0.32389056,6.38186274,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5103.84186352,99.52776215,2.54725812,0.32469656,6.36882997,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5104.09186352,100.30089158,2.53522998,0.32558776,6.35604171,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5104.34186352,99.6517386,2.53930723,0.32745176,6.34604488,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5104.59186352,99.00258563,2.54338448,0.32931575,6.33604805,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5104.84186352,98.33566386,2.54696736,0.33124272,6.32514384,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5105.09186352,97.46587971,2.54490609,0.33388855,6.30388031,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5105.34186352,96.59609555,2.54284481,0.33653438,6.28261678,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5105.59186352,95.74983002,2.54060474,0.33877706,6.25804801,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5105.84186352,95.17207156,2.53632341,0.33641703,6.19574408,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5106.09186352,94.5943131,2.53204209,0.334057,6.13344015,9.19068554,1.0499323,10.0,1.0,Synthetic2,4.0,0.94985735,3.8823211,8.738641440868378,1.1807413722760665,4.918502511746505,12.458810180053172,1.0,0.9000000003142437
5106.34186352,93.89605424,2.52709533,0.33152375,6.07164708,9.07724373,1.05383154,10.0,1.0,Synthetic2,4.0,0.94174725,3.8726804,8.695149004459381,1.1876017446485256,4.20936946176522,12.693699094309288,1.0,0.8871053798052867
5106.59186352,91.82206825,2.51455148,0.32701304,6.01568638,8.64066464,1.06883771,10.0,1.0,Synthetic2,4.0,0.9069179,3.8289068,8.506310105323792,1.2177757402336398,1.5549097236599747,13.934578546413734,1.0,0.8371262831964847
5106.84186352,89.74808226,2.50200763,0.32250233,5.95972568,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5107.09186352,87.96931642,2.48973601,0.31836925,5.90984945,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5107.34186352,89.56101546,2.48057232,0.31854746,5.92943826,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5107.59186352,91.15271449,2.47140862,0.31872567,5.94902708,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5107.84186352,92.37546775,2.4631329,0.31878048,5.9636315,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5108.09186352,89.38604653,2.4649949,0.31742652,5.92133006,8.31752736,1.07994464,10.0,1.0,Synthetic2,4.0,0.87714255,3.788487,8.342053532600403,1.244494377538475,0.294873362465298,15.236867839676952,1.0,0.7999999984361207
5108.34186352,86.39662531,2.46685691,0.31607256,5.87902862,8.2119951,1.08758905,10.0,1.0,Synthetic2,4.0,0.8658492,3.7791915,8.280895352363586,1.2550579236990227,0.8390196477782494,15.398175781470275,1.0,0.786946307067236
5108.59186352,83.54907928,2.46851354,0.31476182,5.83104065,7.80585577,1.11700844,10.0,1.0,Synthetic2,4.0,0.81804615,3.7348344,8.018495202064514,1.3013907945394843,2.7241014736878,16.506800480351274,1.0,0.7368690815381744
5108.84186352,82.32129179,2.46782551,0.31394445,5.71813071,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5109.09186352,81.09350429,2.46713749,0.31312708,5.60522078,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5109.34186352,80.01803858,2.46594945,0.31253501,5.50300327,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5109.59186352,80.68159784,2.45905297,0.31451523,5.52285893,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5109.84186352,81.3451571,2.45215649,0.31649544,5.5427146,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5110.09186352,81.88629733,2.44588489,0.31822555,5.55899972,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5110.34186352,81.02980585,2.44674741,0.3171002,5.53452072,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5110.59186352,80.17331437,2.44760993,0.31597486,5.51004173,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5110.84186352,79.42212508,2.44876016,0.31499573,5.48511052,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5111.09186352,79.87314829,2.45319509,0.31568596,5.45501643,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5111.34186352,80.3241715,2.45763002,0.3163762,5.42492234,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5111.59186352,80.76645938,2.4618205,0.3169457,5.39887097,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5111.84186352,81.10901792,2.46322009,0.31613691,5.41897436,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5112.09186352,81.45157645,2.46461968,0.31532812,5.43907776,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5112.34186352,81.78195225,2.46507238,0.31431513,5.45543971,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5112.59186352,81.97324042,2.4547146,0.31097083,5.42908645,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5112.84186352,82.16452858,2.44435682,0.30762653,5.4027332,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5113.09186352,82.09677144,2.43447451,0.30463475,5.37437417,7.5052487,1.13878343,10.0,1.0,Synthetic2,4.0,0.7782135,3.6916656,7.794971346855164,1.342026114178499,3.8602671068736667,17.847351728545885,1.0,0.6999999989521563
5113.34186352,79.07154992,2.43002067,0.30566751,5.32311566,7.40271554,1.14860861,10.0,1.0,Synthetic2,4.0,0.7631581,3.6781025,7.710735321044922,1.3580768698888428,4.160902568531249,18.236695952404787,1.0,0.6869125258870857
5113.59186352,76.0463284,2.42556683,0.30670028,5.27185715,7.00811822,1.18642065,10.0,1.0,Synthetic2,4.0,0.7012539,3.6131988,7.357013702392578,1.4271237682608637,4.978447443949912,20.288176732330445,1.0,0.6367978724614906
5113.84186352,73.23439353,2.42182239,0.30730081,5.22011985,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5114.09186352,72.85750632,2.42617697,0.30296667,5.16291639,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5114.34186352,72.48061911,2.43053154,0.29863252,5.10571293,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5114.59186352,72.12235679,2.43429033,0.29484014,5.05199249,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5114.84186352,71.97673073,2.43124704,0.29723295,5.03803683,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5115.09186352,71.83110467,2.42820376,0.29962576,5.02408117,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5115.34186352,71.71109734,2.42443374,0.30184934,5.01033872,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5115.59186352,71.88357357,2.41236668,0.30214086,4.99903039,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5115.84186352,72.0560498,2.40029963,0.30243238,4.98772207,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5116.09186352,72.2334335,2.39061551,0.30275521,4.98047537,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5116.34186352,72.46684471,2.40813682,0.30343545,5.01959937,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5116.59186352,72.70025592,2.42565813,0.30411569,5.05872338,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5116.84186352,72.87576228,2.44088241,0.30440022,5.09327774,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5117.09186352,72.39018146,2.42988195,0.30016703,5.07566148,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5117.34186352,71.90460063,2.41888149,0.29593384,5.05804521,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5117.59186352,71.44431482,2.40797853,0.2920995,5.03249944,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5117.84186352,71.27281672,2.3981886,0.29281874,4.91642427,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5118.09186352,71.10131861,2.38839867,0.29353799,4.80034909,6.71605405,1.21440751,10.0,1.0,Synthetic2,4.0,0.6520847,3.5500922,7.066021800041199,1.4853390394100472,5.2109132451249165,22.309770581873885,1.0,0.5999999995667236
5118.34186352,70.78001276,2.37830366,0.29421831,4.68732895,6.6025064,1.21966686,10.0,1.0,Synthetic2,4.0,0.63420254,3.5133102,6.952408194541931,1.5062417393496907,5.299529804953024,23.496160201457858,1.0,0.5870128940127681
5118.59186352,68.74838423,2.36472561,0.29445422,4.60918754,6.16551996,1.2399074,10.0,1.0,Synthetic2,4.0,0.56452197,3.3491945,6.4882373213768005,1.588220867398163,5.234227826209168,28.09189358803431,1.0,0.5370128870281634
5118.84186352,66.7167557,2.35114756,0.29469012,4.53104613,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5119.09186352,64.81106089,2.33915199,0.29489864,4.46120296,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5119.34186352,64.34312423,2.34522327,0.2947944,4.48609893,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5119.59186352,63.87518756,2.35129455,0.29469017,4.5109949,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5119.84186352,63.47066935,2.35699063,0.29468907,4.5340687,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5120.09186352,63.79018595,2.35840298,0.29586548,4.5363393,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
5120.34186352,64.10970256,2.35981533,0.29704188,4.53860989,5.84208117,1.25488859,10.0,1.0,Synthetic2,4.0,0.513826,3.2026374,6.123037755489349,1.6454707033092788,4.809186611992062,31.12484378468043,1.0,0.49999999899545317
